StudentId,Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,IsDropout,MaritalStatusLabel,ApplicationModeLabel,CourseLabel,PreviousQualificationLabel,Daytime_evening_attendanceLabel,DisplacedLabel,Educational_special_needsLabel,DebtorLabel,Tuition_fees_up_to_dateLabel,GenderLabel,Scholarship_holderLabel,InternationalLabel,ApplicationChoiceGroup,AgeGroup,AdmissionGradeBand,FirstSemApprovalRate,FirstSemApprovalBand,FirstSemGradeBand
71,1,17,1,9147,1,1,148.0,1,38,37,5,5,134.0,0,0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,0,Single,2nd phase - general,Management,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.0,0%,No recorded grade
72,1,17,1,9500,1,1,150.0,1,37,19,8,4,130.8,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate,0,Single,2nd phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,120-<140,1.0,80-100%,Below 12
73,1,1,1,171,1,1,141.0,1,19,19,5,10,135.8,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1,Single,1st phase - general,Animation and Multimedia Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,,No units enrolled,No recorded grade
74,1,17,4,9254,1,1,118.0,1,38,37,5,7,111.7,1,0,0,1,1,0,18,0,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout,1,Single,2nd phase - general,Tourism,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,4th-6th choice,17-20,<120,0.5,50-<80%,Below 12
75,1,1,2,9773,1,1,142.0,1,38,38,9,9,132.9,1,0,0,1,1,0,18,0,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
76,1,17,3,9147,1,1,120.0,1,19,19,4,7,115.5,1,0,1,1,1,0,18,0,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,Dropout,1,Single,2nd phase - general,Management,Secondary education,Daytime,Yes,No,Yes,Up to date,Male,No,No,4th-6th choice,17-20,<120,0.6,50-<80%,Below 12
77,1,18,4,9254,1,1,106.0,1,19,37,7,7,106.0,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout,1,Single,3rd phase - general,Tourism,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,4th-6th choice,21-24,<120,0.6666666666666666,50-<80%,Below 12
78,1,17,4,9773,1,1,121.0,1,1,19,9,8,120.3,1,0,1,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,0,Single,2nd phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,Yes,Up to date,Male,Yes,No,4th-6th choice,17-20,120-<140,1.0,80-100%,12-<14
79,1,17,4,9500,1,1,150.0,1,38,37,9,9,130.8,0,0,0,1,1,1,22,0,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate,0,Single,2nd phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,Yes,No,4th-6th choice,21-24,120-<140,1.0,80-100%,14-<16
80,2,39,1,8014,0,1,120.0,1,37,37,9,6,117.0,0,0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,0,Married,Over 23 years old,Social Service (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,<120,1.0,80-100%,12-<14
81,1,1,6,9853,1,1,114.0,1,19,19,9,9,110.2,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout,1,Single,1st phase - general,Basic Education,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,7th-10th choice,17-20,<120,0.8333333333333334,80-100%,12-<14
82,1,39,1,9991,0,2,140.0,1,3,3,2,2,155.7,1,0,0,1,1,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,1,Single,Over 23 years old,Management (evening),Bachelor degree,Evening,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,140-<160,0.0,0%,No recorded grade
83,1,39,1,9003,1,4,160.0,1,3,3,4,2,180.4,0,0,1,1,1,0,24,0,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout,1,Single,Over 23 years old,Agronomy,Master,Daytime,No,No,Yes,Up to date,Male,No,No,2nd-3rd choice,21-24,160+,0.5,50-<80%,12-<14
84,1,17,1,9254,1,1,120.0,1,19,19,4,4,125.5,0,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,0,Single,2nd phase - general,Tourism,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
85,2,39,1,8014,0,1,130.0,1,37,37,9,6,110.0,1,0,0,1,0,0,33,0,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Graduate,0,Married,Over 23 years old,Social Service (evening),Secondary education,Evening,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,<120,1.0,80-100%,Below 12
86,1,42,1,9500,1,1,160.0,1,37,38,9,7,161.0,1,0,0,1,0,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate,0,Single,Transfer,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,21-24,160+,0.875,80-100%,12-<14
87,1,39,1,9670,1,1,120.0,1,1,19,4,5,100.0,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate,0,Single,Over 23 years old,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,25-34,<120,0.8,80-100%,Below 12
88,1,17,1,9070,1,1,124.0,1,19,38,4,0,117.6,1,0,0,1,1,0,20,0,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate,0,Single,2nd phase - general,Communication Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,1.0,80-100%,Below 12
89,1,1,6,9147,1,1,143.0,1,38,37,9,9,128.7,1,0,0,1,1,0,23,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled,0,Single,1st phase - general,Management,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,7th-10th choice,21-24,120-<140,0.8,80-100%,14-<16
90,1,43,2,9119,1,1,115.0,1,38,19,9,6,112.2,1,0,1,1,1,0,18,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled,0,Single,Change of course,Informatics Engineering,Secondary education,Daytime,Yes,No,Yes,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,0.4,1-<50%,Below 12
91,1,39,1,9500,1,1,133.1,1,1,1,4,10,100.8,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,1,Single,Over 23 years old,Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,0.0,0%,No recorded grade
92,1,17,2,9773,1,1,133.1,41,19,1,9,9,105.0,1,0,0,0,0,0,21,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,0,Single,2nd phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Not up to date,Female,No,Yes,2nd-3rd choice,21-24,<120,1.0,80-100%,14-<16
93,1,15,1,9130,1,1,133.1,41,1,1,4,4,100.0,0,0,0,1,0,0,26,1,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,1,Single,International bachelor,Equinculture,Secondary education,Daytime,No,No,No,Up to date,Female,No,Yes,2nd-3rd choice,25-34,<120,0.3333333333333333,1-<50%,12-<14
94,2,39,1,9853,1,10,133.1,1,37,34,0,0,115.5,0,0,0,1,0,0,39,0,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout,1,Married,Over 23 years old,Basic Education,11th year not completed,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,35+,<120,0.5,50-<80%,12-<14
95,2,39,1,8014,0,1,133.1,1,37,19,9,9,114.0,0,0,0,1,0,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate,0,Married,Over 23 years old,Social Service (evening),Secondary education,Evening,No,No,No,Up to date,Female,No,No,2nd-3rd choice,35+,<120,1.0,80-100%,Below 12
96,1,15,1,9119,1,1,130.0,26,38,3,9,2,137.0,1,0,0,1,1,0,19,1,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled,0,Single,International bachelor,Informatics Engineering,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,Yes,2nd-3rd choice,17-20,120-<140,1.0,80-100%,14-<16
97,1,1,5,9773,1,1,135.0,1,37,1,5,5,124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,0,Single,1st phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,120-<140,1.0,80-100%,12-<14
98,1,1,5,9500,1,1,132.0,1,37,37,7,7,120.3,1,0,0,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,4th-6th choice,17-20,120-<140,1.0,80-100%,12-<14
99,1,1,1,9085,1,1,135.0,1,1,2,9,1,134.3,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled,0,Single,1st phase - general,Veterinary Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,14-<16
100,1,1,4,9500,1,1,115.0,1,3,3,2,2,111.5,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,1,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,Yes,Not up to date,Female,No,No,4th-6th choice,17-20,<120,0.5714285714285714,50-<80%,Below 12
101,1,53,1,9085,1,42,130.0,1,38,38,9,9,128.8,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout,1,Single,Short cycle diploma,Veterinary Nursing,Professional higher technical,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,120-<140,0.8,80-100%,12-<14
102,1,1,4,171,1,1,133.1,1,1,1,9,10,110.0,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,0,Single,1st phase - general,Animation and Multimedia Design,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,<120,,No units enrolled,No recorded grade
103,2,39,1,8014,0,1,130.0,1,37,37,6,5,113.5,1,0,0,1,0,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,Married,Over 23 years old,Social Service (evening),Secondary education,Evening,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,35+,<120,0.0,0%,No recorded grade
104,4,39,1,9003,1,12,133.1,1,37,37,9,6,160.0,0,0,0,1,0,0,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate,0,Divorced,Over 23 years old,Agronomy,Other 11th year,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,35+,160+,1.0,80-100%,14-<16
105,1,18,1,9853,1,1,123.0,1,19,19,9,7,117.4,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,1,Single,3rd phase - general,Basic Education,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.0,0%,No recorded grade
106,1,51,1,9070,1,1,130.0,1,3,1,2,8,122.2,0,0,1,1,0,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate,0,Single,Change institution/course,Communication Design,Secondary education,Daytime,No,No,Yes,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
107,1,1,2,9238,1,1,122.0,1,37,38,4,7,118.2,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,1,Single,1st phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.0,0%,No recorded grade
108,1,1,1,9085,1,1,113.0,1,1,1,4,4,106.7,1,0,0,1,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout,1,Single,1st phase - general,Veterinary Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.6666666666666666,50-<80%,14-<16
109,1,1,5,9500,1,1,111.0,1,3,4,4,3,108.2,1,0,0,1,0,0,20,0,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout,1,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,<120,0.8571428571428571,80-100%,12-<14
110,1,17,2,9853,1,1,133.1,1,19,1,9,3,107.0,1,0,0,1,0,0,20,0,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled,0,Single,2nd phase - general,Basic Education,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.8571428571428571,80-100%,Below 12
111,1,1,1,9238,1,1,142.0,1,37,37,6,7,136.1,1,0,0,1,0,0,18,0,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
112,1,17,2,9147,1,1,123.0,1,1,38,4,7,115.3,1,0,0,1,0,1,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled,0,Single,2nd phase - general,Management,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,<120,0.6,50-<80%,12-<14
113,1,1,1,9085,1,1,131.0,1,19,19,9,9,139.8,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - general,Veterinary Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
114,1,1,3,9773,1,1,158.0,1,1,38,4,7,157.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,140-<160,1.0,80-100%,12-<14
115,1,17,2,9500,1,1,122.0,1,37,37,9,9,131.0,1,0,0,1,0,0,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout,1,Single,2nd phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,0.8571428571428571,80-100%,12-<14
116,1,43,1,9500,1,1,130.0,1,38,38,9,5,100.0,0,0,0,1,0,0,20,0,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled,0,Single,Change of course,Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.8571428571428571,80-100%,Below 12
117,1,17,1,9238,1,1,154.0,1,19,37,9,7,140.4,1,0,0,1,0,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled,0,Single,2nd phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,140-<160,0.3333333333333333,1-<50%,Below 12
118,1,17,1,9147,1,1,120.0,1,19,19,3,3,113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,0,Single,2nd phase - general,Management,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.6,50-<80%,Below 12
119,1,1,2,9085,1,1,140.0,1,37,38,9,7,137.0,0,0,0,1,0,0,18,0,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate,0,Single,1st phase - general,Veterinary Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
120,1,1,1,9147,1,1,127.0,1,2,19,4,5,121.8,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate,0,Single,1st phase - general,Management,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
121,1,17,1,9254,1,1,133.1,1,1,1,4,5,131.0,1,0,0,1,0,0,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout,1,Single,2nd phase - general,Tourism,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,120-<140,0.5,50-<80%,Below 12
122,1,1,2,9147,1,1,120.0,1,19,19,9,7,118.6,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate,0,Single,1st phase - general,Management,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,1.0,80-100%,Below 12
123,1,1,1,171,1,1,137.0,1,3,19,2,9,122.3,0,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,1,Single,1st phase - general,Animation and Multimedia Design,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,,No units enrolled,No recorded grade
124,1,1,1,9670,1,1,131.0,1,38,38,9,9,127.9,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate,0,Single,1st phase - general,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
125,1,1,1,9085,1,1,130.0,1,19,38,4,7,121.3,1,0,0,1,0,0,19,0,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate,0,Single,1st phase - general,Veterinary Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,14-<16
126,1,17,6,9556,1,1,122.0,1,1,1,4,5,117.1,1,0,0,1,0,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout,1,Single,2nd phase - general,Oral Hygiene,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,7th-10th choice,17-20,<120,0.7142857142857143,50-<80%,12-<14
127,1,44,1,9085,1,39,160.0,1,37,37,9,9,160.0,1,0,0,1,0,0,20,0,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate,0,Single,Technological specialization,Veterinary Nursing,Technological specialization,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,160+,1.0,80-100%,14-<16
128,1,1,1,9853,1,1,146.0,1,19,38,9,3,145.3,1,0,0,1,0,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled,0,Single,1st phase - general,Basic Education,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,140-<160,0.8333333333333334,80-100%,12-<14
129,1,17,3,9238,1,1,131.0,1,1,39,5,3,122.6,1,0,0,1,0,0,18,0,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,0,Single,2nd phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,120-<140,1.0,80-100%,12-<14
130,1,17,6,9500,1,1,132.0,1,1,37,8,9,128.0,1,0,0,1,0,0,19,0,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate,0,Single,2nd phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,7th-10th choice,17-20,120-<140,1.0,80-100%,12-<14
131,1,1,3,9500,1,1,138.0,1,19,19,5,8,124.9,1,0,0,1,0,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout,1,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,4th-6th choice,17-20,120-<140,1.0,80-100%,12-<14
132,1,17,2,9070,1,1,130.0,1,37,37,9,9,123.7,1,0,0,1,0,0,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate,0,Single,2nd phase - general,Communication Design,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
133,1,1,4,9147,1,1,126.0,1,1,19,4,8,120.1,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate,0,Single,1st phase - general,Management,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,120-<140,1.0,80-100%,12-<14
134,1,17,6,9500,1,1,148.0,1,1,19,3,3,131.7,1,0,0,1,0,0,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,1,Single,2nd phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,7th-10th choice,17-20,120-<140,0.7142857142857143,50-<80%,14-<16
135,1,43,1,9238,1,1,130.0,1,38,37,9,7,133.2,0,0,0,1,0,0,20,0,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate,0,Single,Change of course,Social Service,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,Below 12
136,1,1,1,9670,1,1,117.0,1,1,38,3,9,109.3,0,0,1,0,0,1,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout,1,Single,1st phase - general,Advertising and Marketing Management,Secondary education,Daytime,No,No,Yes,Not up to date,Female,Yes,No,2nd-3rd choice,17-20,<120,0.8333333333333334,80-100%,12-<14
137,1,17,1,9670,1,1,120.0,1,19,19,5,5,113.0,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate,0,Single,2nd phase - general,Advertising and Marketing Management,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.8,80-100%,12-<14
138,1,1,1,9773,1,1,153.0,1,1,1,141,175,157.9,0,0,1,1,0,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate,0,Single,1st phase - general,Journalism and Communication,Secondary education,Daytime,No,No,Yes,Up to date,Female,Yes,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,14-<16
139,1,1,2,9500,1,1,117.0,1,19,1,4,7,112.1,0,0,0,1,0,1,20,0,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled,0,Single,1st phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,<120,0.7142857142857143,50-<80%,12-<14
140,1,18,1,9500,1,1,178.0,1,19,1,4,8,174.7,0,0,0,1,0,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate,0,Single,3rd phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,160+,1.0,80-100%,16-20
141,1,1,5,9500,1,1,129.0,1,37,37,9,9,128.8,1,0,0,1,0,0,19,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,120-<140,0.8571428571428571,80-100%,12-<14
142,1,1,6,9773,1,1,116.0,1,19,1,4,4,110.1,1,0,0,1,0,1,19,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,7th-10th choice,17-20,<120,1.0,80-100%,12-<14
143,1,51,1,9147,1,1,99.0,1,3,1,3,3,99.7,1,0,1,0,0,0,22,0,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled,0,Single,Change institution/course,Management,Secondary education,Daytime,Yes,No,Yes,Not up to date,Female,No,No,2nd-3rd choice,21-24,<120,0.0,0%,No recorded grade
144,1,1,3,9238,1,1,135.0,1,1,12,9,10,121.0,1,0,0,1,0,1,19,0,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,4th-6th choice,17-20,120-<140,1.0,80-100%,Below 12
